zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,regularMarketPrice,preMarketPrice,logo_url
394210,Industrials,106,"Aaron Industries Limited manufactures and sells elevators and elevator parts in India. The company operates through Elevator, Electrical, and Steel Polishing Divisions. It offers elevator cabins, doors and frame, elevator parts, etc.; and auto door systems, door operators, swing and manual doors, and gearless machines. The company also provides electrical equipment, such as distribution board and box, busbar, MS box etc. In addition, it engages steel polishing activities comprising stainless steel polishing of mirrors and matts, stainless steel press plates, stainless steel designer sheets, etc. Aaron Industries Limited was incorporated in 2013 and is based in Surat, India.",Surat,91 26 1227 8410,India,[],https://aaronindustries.net,1,"B-65 & 66, Jawahar Road No. 4",Specialty Industrial Machinery,Udhyog Nagar Udhana,0.16674,0.0967,0.35321,39000000,0.161,0.14099,48035000,,none,82107000,-12197469,,120.95,0.761,1.542,0.10880999,,,59.068,0.23019,,1514000,78925000,288076000,0.149,INR,28.388,0.309,,NSI,Aaron Industries Limited,Aaron Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AARON.NS,finmb_557443575,in_market,,5.4,,32.387,,,,,10043900,,,,13.155,,,,1617148800,,27858000,2.745,,,9.194222,,1680220800,,1632960000,,,2541940,0.987438,1555731840,2,,1599091200,21:11,,,,0.764,4.2169766,,,,,,,,,,,122.25,125.25,76.8275,0.0025685073,0,,125.25,,4600,122.25,118.017,0.314,125.25,,4600,,,,1597190400,,,120.0,INR,44.06193,6964,,,,1214809728,,,4797,120.0,120.15,,6964,151.55,,,27.5,0,False,,,125.25,120.95,,https://logo.clearbit.com/aaronindustries.net
400 022,Healthcare,1620,"Aarti Drugs Limited, through its subsidiaries, engages in the pharmaceuticals business in India and internationally. The company offers active pharmaceutical ingredients in various therapeutic categories, including anti-inflammatory, cardioprotectants, antidiarrhoeals, antifungals, antiarthritis/osteoporosis, antibiotics, antidiabetics, Alzheimer's treatment, sedatives, vitamins, and alcoholism treatment; and pharmaceutical intermediate products comprising tinidazole, celecoxib, ciprofloxacin, clopidogrel, diclofenac, ketoconazole, nimesulide, and raloxifene. It also offers specialty chemical products, such as benzene sulphonamide, benzene sulphonic acid, benzene sulphonic acid methyl ester, benzene sulphonyl chloride, cipro Q acid, levofloxacin Q acid, methyl nicotinate, N-methyl methane sulphonamide, diphenyl sulphone, norofloxacin Q acid, ofloxacin Q acid, ortho para toluene sulphonamide, ortho/para toluene sulphonic acid methyl ester, para chloro benzene sulphonamide, para chloro benzene sulphonyl chloride, para toluene sulphonamide, para toluene sulphonic acid methyl ester, para toluene sulphonyl chloride, and sodium benezene sulfinate, as well as para toluene sulphonyl hydrazide, sodium salt, benzyl nicotinate, bisphenol Â C, bisphenol Â C(chloride), ethyl nicotinate, ethyl para toluene sulphonate, and N-methyl imidazole. In addition, the company's products under development comprise Acamprosate for alcoholism; Dabigatran for use as an anticoagulant; Sevelamer for antihyperphosphatemia; Colsevelam for anti-cholestrol treatment; Drondarone and Olmesartan for the treatment of cardiovascular diseases; Valasartan for use as cardiprotectant; and Sitagliptin for use as an antidiabetic. Additionally, it offers contract manufacturing services. The company was incorporated in 1984 and is headquartered in Mumbai, India.",Mumbai,91 22 2401 9025,India,[],https://www.aartidrugs.co.in,1,Mahendra Industrial Estate,Drug Manufacturers—Specialty & Generic,"Ground Floor Road No. 29, Plot No. 109D Sion (East)",0.14034,0.08769,0.32860002,,0.197,0.11998,3222504448,,none,8229129000,,,510.75,-0.138,,,,,50.493,,,199100000,4702300160,22961397760,2.15,INR,247.562,,,NSI,AARTI DRUGS LTD,Aarti Drugs Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AARTIDRUGS.NS,finmb_9900311,in_market,,2.286,,16.289,,,,,92600000,,,,100.572,,,,1617148800,0.03461,2013529984,22.707,,,5.078451,0.66783,1680220800,,1640908800,,,31557154,1.116883,52492832768,2,,1601424000,4:1,,,,-0.143,2.0603483,,,,,,,,,,,509.4,513.25,562.4752,0,0,,517.75,,348741,509.4,475.734,0,513.25,,348741,,,1,1644364800,,,508.0,INR,22.493063,70491,,,,47308476416,,,179215,508.0,509.45,0,70491,841.8,,,419.0,0,False,0.0019,0,517.75,510.75,,https://logo.clearbit.com/aartidrugs.co.in
400080,Basic Materials,7000,"Aarti Industries Limited manufactures and sells specialty chemicals and pharmaceuticals in India. It offers di chloro benzene, nitro chloro and nitro benzene, nitro toluenes, sulphur, and other organic and inorganic products that are used in the manufacture of intermediates with applications in agrochemicals, pharmaceuticals, polymer additives, fuel additives, FMCG, dyes, pigments, paints, printing inks, rubber chemicals, resins, and other speciality chemical applications. The company also provides active pharmaceutical ingredients, which have applications in anti-hypertensive, anti asthamatic, anti-cancer, anti thalassaemic, analgesic, ophthalmologic, and calcimimetics; central nervous system agents; and skin care and decongestant products. In addition, it offers intermediates; and xanthine derivatives, such as caffeine anhydrous, theophylline, aminophylline, acephylline piperazine, choline theophylline, doxofylline, DMAU, and theobromine derivatives, as well as contract manufacturing and research services. The company also exports its products to approximately 60 countries in North America, Europe, China, Japan, and internationally. Aarti Industries Limited was incorporated in 1984 and is headquartered in Mumbai, India.",Mumbai,91 22 6797 6666,India,[],https://www.aarti-industries.com,1,"71, Udyog Kshetra",Specialty Chemicals,"2nd Floor Mulund-Goregaon Link Road, L.B.S. Marg Salpa Devi Pada, Mulund (West)",0.22086,0.12201,0.49661,6326099968,0.323,0.17196,11626999808,,none,22630300000,-5036037632,,953.25,0.207,1.404,0.07247,,,39.009,0.15639,,3992000000,19498700800,52644700160,11.016,INR,148.108,0.695,,NSI,AARTI IND LTD,Aarti Industries Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AARTIIND.NS,finmb_9454685,in_market,,7.123,,32.251,,,,,362504000,,,,137.922,,,,1617148800,0.20863001,6423399936,18.071,,,6.911515,0.4525,1680220800,,1632960000,,,198138245,0.624778,374980411392,2,,1624320000,2:1,,,,0.256,6.5646152,,,,,,,,,,,956.25,959.0,956.26825,0.0026143792,0.1926,,969.55,,511247,956.25,927.797,2.5,959.0,,511247,,,3.25,1636502400,,,951.0,INR,52.750267,282971,,,,345592201216,,,756359,951.0,0.0,0,282971,1168.0,,,681.525,952.8,False,0.0032,0,969.55,953.25,,https://logo.clearbit.com/aarti-industries.com
400080,Basic Materials,356,"Aarti Surfactants Limited, together with its subsidiary, Aarti HPC limited, manufactures and supplies ionic and non-ionic, and specialty surfactants for the home and personal care, agro and oil, and industrial applications in India and internationally. The company's products include surfactants, mild surfactants, rheology modifiers, pearlizing agents, UV filters, preservatives, syndet and soap bases, sun care products, and active ingredients, as well as conditioning agents, blends, proteins, and quats. It serves skin care, oral, hair, cosmetics, bath and shower, sun care, fabric/laundry care, dishwashing, toilet care, and surface care segments. The company was formerly known as Arti Surfactants Limited. Aarti Surfactants Limited was incorporated in 2018 and is based in Mumbai, India.",Mumbai,91 22 6797 6666,India,[],https://www.aarti-surfactants.com,1,"Unit 202, Udyog Kshetra",Specialty Chemicals,"2nd Floor, Plot 71 Mulund-Goregaon Link Road Mulund (West)",0.08177,0.03034,0.23743,209026000,0.25,0.055999998,426691008,,none,1113529000,,,906,-0.873,1.118,,,,141.488,,,30849000,1920366976,5217933824,4.071,INR,688.241,0.273,,NSI,Aarti Surfactants Limited,Aarti Surfactants Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AARTISURF.NS,finmb_589958438,in_market,,1.922,,23.502,,,,,7584480,,,,179.123,,,,1617148800,0.0032,158290000,20.872,,,5.0579767,0.53823,1680220800,,1632960000,,,3285429,,10027886592,2,,,,,,,-0.874,1.316908,,,,,,,,,,,915.5,923.0,1171.3667,0.0032768978,0.1437,,923.35,,38060,915.5,828.005,3,923.0,,38060,,,3,1627862400,,,899.6,INR,43.407436,7293,,,,6871538688,,,30403,899.6,902.6,,7293,1887.0,,,745.0,0,False,0.0027,,923.35,906,,https://logo.clearbit.com/aarti-surfactants.com
382405,Consumer Cyclical,753,"Aarvee Denims and Exports Limited manufactures and sells fabrics in India and internationally. It operates in two segments, Textile and Windmill. The company offers cotton fibers; cotton and texturized yarns; ring, shirting, printed, stretch, satin, flat finish, special blend, LYCRA, and other denims; and non-denim fabrics. It is also involved in the wind power generation business. The company was incorporated in 1988 and is headquartered in Ahmedabad, India.",Ahmedabad,91 79 6814 7000,India,[],https://www.aarveedenims.com,1,"188/2, Ranipur Village",Textile Manufacturing,Opp. CNI Church Narol,-0.01564,-0.09824,0.32126,,1.749,-0.07745,-68124000,,none,778795000,,,29.7,,1.141,,,,261.807,,,65621000,3990360064,4356855808,2.799,INR,185.727,0.585,,NSI,AARVEE DENIMS & EX,Aarvee Denims and Exports Ltd,Asia/Kolkata,IST,False,19800000,EQUITY,AARVEEDEN.NS,finmb_22500501,in_market,,1.064,,-68.058,,,,,23459800,,,,65.005,,,,1617148800,0.02105,-428033984,-18.247,,,0.45688796,0.72150004,1680220800,,1632960000,,,5290552,1.058407,4636351488,2,,,,,,,,0.15992177,,,,,,,,,,,27.0,28.0,24.847,,0,,29.7,,31735,27.0,26.098,,28.0,,31735,,,,1346284800,,,26.9,INR,,98476,,,,696756096,,,23840,26.9,0.0,0,98476,33.4,,,16.75,29.7,False,,0,29.7,29.7,,https://logo.clearbit.com/aarveedenims.com
400013,Industrials,4394,"Aarvi Encon Limited provides manpower outsourcing and consultancy services in India and the United Arab Emirates. The company offers information technology (IT) staffing, manpower outsourcing/technical staffing, project management, construction supervision, procurement assistance/expediting, inspection, pre-commissioning and commissioning, operation and maintenance, CAD/drafting, 3D modeling, and shutdown, as well as engineering services. It serves the IT, engineering/EPC, oil and gas, LNG, PNG, metal and mineral, fertilizer, telecom, refinery/petrochemical, pipeline, infrastructure, power, renewable energy, cement, automobile, ports and terminals, and CGD/CNG, as well as metro and mono rail/railway industries. The company was incorporated in 1987 and is headquartered in Mumbai, India.",Mumbai,91 22 4049 9999,India,[],https://www.aarviencon.com,1,Marathon Innova,Staffing & Employment Services,"Marathon Nextgen Complex 603, B1 Wing, G.K.Road Opp. Peninsula Park, Lower Parel West",0.042090002,0.04889,0.19845,65969000,0.412,0.03807,97017000,,none,446255000,-65601624,,113.25,1.073,2.554,0.048109997,,,2.515,0.13418001,,131924000,22288000,2304812032,8.914,INR,155.989,1.692,,NSI,Aarvi Encon Limited,Aarvi Encon Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AARVI.NS,finmb_411095137,in_market,,0.538,,12.783,,,,,14784000,,,,59.876,,,,1617148800,,112679000,7.626,,,1.8914089,,1680220800,,1632960000,,,3925700,1.004691,1240124032,2,,,,,,,0.744,0.7264315,,,,,,,,,,,111.65,112.0,75.3875,0.013434841,0.1966,,115.8,,55410,111.65,95.298,1.5,112.0,,55410,,,2,1637539200,,,110.5,INR,14.850512,12192,,,,1674288000,,,36718,110.5,0.0,,12192,127.25,,,46.25,0,False,0.0219,,115.8,113.25,,https://logo.clearbit.com/aarviencon.com
302020,Financial Services,4336,"Aavas Financiers Limited provides housing loans to customers belonging to low- and middle-income self-employed and salaried customers in semi-urban and rural areas in India. The company offers home loans for flats, houses, and bungalows, as well as resale properties; land purchase and construction loans, including finance for self-construction of residential house; and home improvement loans, which include loans for tiling or flooring, plaster, painting, etc. It also provides home equity loans; and micro, small, and medium enterprise loans for business expansion, purchase of equipment, working capital, etc., as well as home loan balance transfer and emergency credit line guarantee scheme products. As of March 31, 2021, it operated through 280 branches covering in 11 states, including Rajasthan, Maharashtra, Gujarat, Madhya Pradesh, Haryana, Uttar Pradesh, Chhattisgarh, Delhi, Punjab, Uttarakhand, and Himachal Pradesh. The company was formerly known as AU Housing Finance Limited and changed its name to Aavas Financiers Limited in February 2017. Aavas Financiers Limited was incorporated in 2011 and is based in Jaipur, India.",Jaipur,91 14 1661 8800,India,[],https://www.aavas.in,1,"201-202, Southend Square",Mortgage Finance,2nd Floor Mansarover Industrial Area,0.0,0.43887,0.98794,-11668934656,0.342,0.5377,,1550,buy,6388753000,,2867.5,2475.8,0.388,430.942,0.03556,12,2782.33,270.272,0.13524,3500,12232197120,69416312832,7379504128,155.591,INR,94.011,430.13,2.5,NSI,AAVAS FINANCIERS L,Aavas Financiers Limited,Asia/Kolkata,IST,False,19800000,EQUITY,AAVAS.NS,finmb_244510356,in_market,,38.934,,,,,56.37,,78931904,,,,326.692,,,,1617148800,0.50187,3238617088,40.904,,,7.5783925,0.30778,1680220800,,1632960000,,,37649316,0.872505,287314378752,2,,,,,,,0.392,26.49381,,,,43.92053,,,,,,,2475.05,2475.05,2674.635,,0,,2512.35,,106706,2475.05,2677.054,,2475.05,,106706,,,,,,,2448.95,INR,60.52709,71089,,,,195511189504,,,150629,2448.95,2495.0,0,71089,3340.0,,,2114.15,0,False,,0,2512.35,2475.8,,https://logo.clearbit.com/aavas.in
600008,Energy,237,"Aban Offshore Limited, together with its subsidiaries, provides offshore drilling and production services to companies engaged in the exploration, development, and production of oil and gas in India and internationally. It offers exploratory, drilling, hydrocarbons production, and manning and management services. The company owns and operates various offshore drilling rigs, drill ships, and floating production units. It also engages in the ownership and operation of wind turbines for the generation of wind power. The company's wind farms are located at Radhapuram, Pazhavoor, and Kavalkinaru in Tirunelveli District, Tamil Nadu. Aban Offshore Limited was incorporated in 1986 and is based in Chennai, India.",Chennai,91 44 4906 0606,India,[],https://www.abanoffshore.com,1,Janpriya Crest,Oil & Gas Drilling,"113, Pantheon Road Egmore",-1.32371,-2.87894,0.6843,,-0.363,-0.92565,-9723960320,200,underperform,7795800000,,200,55.8,,,,1,200,,,200,1428029952,883120000,7345999872,24.47,INR,125.875,,4,NSI,ABAN OFFSHORE,Aban Offshore Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABAN.NS,finmb_882596,in_market,,0.339,,-0.256,,,50.16,,58365300,,,,-3001.774,,,,1617148800,0.01713,-21148669952,-354.555,,,,0.48821,1680220800,,1640908800,,,30858815,1.62472,2492593152,2,,1115164800,5:1,,,,,0.4433411,,,,1.1124402,,,,,,,54.9,55.55,48.6395,0.06557377,0,,57.2,,500091,54.9,49.27,3.6,55.55,,500091,,,,1442188800,,,54.75,INR,,235189,,,,3256783616,,,274268,54.75,0.0,0,235189,74.7,,,28.1,55.15,False,,0,57.2,55.8,,https://logo.clearbit.com/abanoffshore.com
560058,Industrials,3255,"ABB India Limited develops and sells products and system solutions to utilities, industries, channel partners, and original equipment manufacturers worldwide. The company operates through Motion, Robotics and Discrete Automation, Electrification, and Industrial Automation segments. The Motion segment produces and provides motors, generators, and drives that provide power, motion, and control for a range of automation applications; and offers solutions and related services. The Robotics and Discrete Automation segment provides value-added solutions in robotics, machine, and factory automation. The Electrification segment offers a range of digital and connected solutions for low- and medium-voltage applications, which include EV infrastructure, solar inverters, modular substations, distribution automation, power protection, wiring accessories, switchgear, enclosures, cabling, sensing, and control products. The Industrial Automation segment provides products, systems, and services, including turnkey engineering, control systems, measurement products, life cycle services, outsourced maintenance, and industry specific products for the optimization of the productivity of industrial processes in oil and gas, power, chemicals and pharmaceuticals, pulp and paper, metals and minerals, marine, and turbocharging industries. The company was formerly known as ABB Limited and changed its name to ABB India Limited in June 2013. The company was incorporated in 1949 and is based in Bengaluru, India. ABB India Limited is a subsidiary of ABB Asea Brown Boveri Ltd.",Bengaluru,91 80 2294 9150,India,[],https://new.abb.com/indian-subcontinent,1,"Plot No. 5 & 6, 2nd Stage",Specialty Industrial Machinery,Disha - 3rd Floor Peenya Industrial Area IV Peenya,0.07609,0.05955,0.32953998,,0.236,0.06087,4970925056,915,hold,19218900000,,1380,2223.7,2.274,,,25,1385.32,0.906,,2050,26877399040,366600000,65332600832,126.856,INR,308.209,,3.5,NSI,ABB INDIA LTD,ABB India Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABB.NS,finmb_878520,in_market,,6.597,,86.708,,,35.36,,211908000,,,,175.552,,,,1609372800,0.16516,4011099904,18.35,,,12.666902,0.75,1672444800,,1640908800,,,52436397,0.951634,431017885696,2,,1182988800,5:1,,,,2.27,7.212629,,3.01,,62.88744,,,,,,,2206.5,2201.0,2018.9637,0.0022660322,0.199,,2231.95,,249739,2206.5,2139.272,5,2201.0,,249739,,,5.2,1651104000,,,2200.0,INR,121.182556,65098,,,,471219798016,,,270420,2200.0,0.0,0,65098,2468.1,,,1314.45,2226.7,False,0.0023999999,0,2231.95,2223.7,,https://logo.clearbit.com/new.abb.com
400051,Healthcare,3585,"Abbott India Limited operates as a pharmaceutical company in India. It offers pharmaceutical products for various therapeutic areas, such as women's health, gastroenterology, metabolic, central nervous system, pain management, nutritional supplements, vitamins, insomnia, vaccines, consumer health, etc. The company was formerly known as Knoll Pharmaceuticals Limited and changed its name to Abbott India Limited in July 2002. Abbott India Limited was incorporated in 1944 and is headquartered in Mumbai, India. Abbott India Limited is a subsidiary of Abbott Capital India Limited.",Mumbai,91 22 5046 1000,India,[],https://www.abbott.co.in,1,Godrej BKC,Drug Manufacturers—General,"16th Floor, Plot C, âGâ Block Bandra-Kurla Complex Near MCA Club, Bandra (East)",0.20194,0.15498,0.44983003,9415499776,0.159,0.19748,9351300096,,none,19097400000,8237675008,,17740,0.064,3.056,0.15876001,,,6.697,0.30728,,22699999232,1613200000,46307901440,1068.256,INR,2179.263,2.403,,NSI,ABBOTT INDIA LTD,Abbott India Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABBOTINDIA.NS,finmb_9608883,in_market,,8.202,,40.616,,,,,21249300,,,,1133.622,,,,1617148800,0.05835,7176999936,337.752,,,15.648956,0.75442004,1680220800,,1632960000,,,5214648,-0.1,379815297024,2,,,,,,,0.064,8.195286,,,,,,,,,,,17819.2,18000.0,18628.607,0.0067343093,0.35529998,,18000.0,,15990,17819.2,17049.207,120,18000.0,,15990,,,120,1626652800,,,17710.0,INR,52.523743,5758,,,,379506491392,,,25980,17710.0,17805.05,0,5758,23934.45,,0.63,14586.05,0,False,0.0063,0,18000.0,17740,,https://logo.clearbit.com/abbott.co.in
400013,Financial Services,27000,"Aditya Birla Capital Limited, through its subsidiaries, provides various financial products and services in India and internationally. It offers life insurance products, such as protection, wealth with protection, children's future, health, retirement, and savings with protection insurance; health; wellness; motor, damage, natural calamities, personal accident cover, and third party legal liability; and travel insurance products. The company also provides financing solutions, such as home loans, loans against property, and personal loans; lines of credit, business loans, working capital demand loans, and supply chain financing solutions for small and medium enterprises; and loans against shares, mutual funds, and life insurance policy, as well as ESOP and IPO financing, and promoter and margin trade funding services. In addition, it offers investment services, such as mutual funds, pension funds, stocks and securities, real estate investment, wealth management, and portfolio management services. Further, the company provides financial and IT enabled services; private equity investment, and advisory and management services; stock broking and depository services; and risk advisory, fund management, asset management, and trustee services, as well as other business support and value added services. Additionally, it offers advising solutions, such as MoneyForLife Planner, an online tool that offers personalized financial planning solution; and ABC of Money, which provides money solutions. The company was formerly known as Aditya Birla Financial Services Limited and changed its name to Aditya Birla Capital Limited in June 2017. The company was incorporated in 2007 and is based in Mumbai, India. Aditya Birla Capital Limited is a subsidiary of Grasim Industries Limited.",Mumbai,91 22 4356 7000,India,[],https://www.adityabirlacapital.com,1,"Tower 1, One World Centre",Financial Conglomerates,"18th Floor Jupiter Mill Compound 841, Senapati Bapat Marg, Elphinstone Rd",0.0,0.07898,0.20987,-8566700032,0.323,0.0885,,133,buy,32823600000,,195,117.4,0.431,115.075,0.010570001,7,187.86,319.243,0.08484,215,23356299264,511213993984,170002694144,9.667,INR,70.323,77.71,2,NSI,ADITYA BIRLA CAPIT,Aditya Birla Capital Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABCAPITAL.NS,finmb_98190481,in_market,,4.628,,,,,7.08,,2416199936,,,,59.775,,,,1617148800,0.046680003,13427500032,5.554,,,1.9640318,0.79148,1680220800,,1632960000,,,698787096,1.003958,786852282368,2,,,,,,,0.426,1.6685728,,0.89,,16.58192,,,,,,,117.85,119.8,113.33925,,0,,120.4,,4189998,117.85,110.24,,119.8,,4189998,,,,,,,116.75,INR,21.137918,5626072,,,,283661860864,,,4375071,116.75,0.0,0,5626072,139.2,,,96.35,117.4,False,,0,120.4,117.4,,https://logo.clearbit.com/adityabirlacapital.com
400070,Consumer Cyclical,22351,"Aditya Birla Fashion and Retail Limited manufactures and distributes fashion apparel and accessories in India. The company operates in two segments, Madura Fashion & Lifestyle, and Pantaloons. It offers shirts, T-shirts, trousers, tops, kurtas, jeans, shorts, track pants, sweatshirts, polos, blazers, chinos, jackets, formals, suits, semi-formals, shoes, sweaters, denim, winter wear, footwear, cargos, and accessories, as well as casual, party, and occasion wears; street wear, subtle contemporary pieces, dresses, skirts, tunics, innerwear, and blouses; and hoodies, joggers, meggings, and printed tees for men, women, and kids. The company markets its products primarily under the Louis Philippe, Van Heusen, Allen Solly, and Peter England brands, and as well as operates fashion store under the Pantaloons brand. It also holds online and offline rights to the India network of California-based fashion brand Forever 21; and international brands portfolio, such as The Collective, Simon Carter, American Eagle, Ralph Lauren, Hackett London, Ted Baker, and Fred Perry. As of June 30, 2021, it operated 3,216 stores, including 2,874 brand stores and 342 Pantaloons stores, as well as 26,492 multi-brand outlets with 6,800 point of sales in department stores and online stores. The company was formerly known as Pantaloons Fashion & Retail Limited and changed its name to Aditya Birla Fashion and Retail Limited in January 2016. Aditya Birla Fashion and Retail Limited was incorporated in 2007 and is based in Mumbai, India.",Mumbai,91 86 5290 5000,India,[],https://www.abfrl.com,1,"Piramal Agastya Corp Park, Bldg 'A'",Apparel Manufacturing,"4th and 5th Floor Unit No. 401, 403, 501, 502 L.B.S. Road, Kurla",0.03542,-0.062080003,0.50494,16980200448,0.998,0.0029499999,2395599872,172,strong_buy,25273000000,14067324928,186,293.5,,0.986,0.00121,13,189.92,148.557,-0.27049,215,4573799936,38410801152,67640598528,4.999,INR,81.324,0.303,1.4,NSI,ADITYA BIRLA FASH,Aditya Birla Fashion and Retail Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABFRL.NS,finmb_37297765,in_market,,4.378,,123.624,,,2.54,,937795968,,,,27.923,,,,1617148800,0.19237,-4198899968,-5.048,,,10.511048,0.64454,1680220800,,1632960000,,,297137100,0.264601,296153939968,2,,,,,,,,4.0691996,,,,115.551186,,,,,,,296.25,299.5,259.83774,,0,,304.0,,3378878,296.25,284.932,,299.5,,3378878,,,,,,,292.55,INR,,2951199,,,,275243106304,,,2961157,292.55,294.2,0,2951199,322.0,,,163.1,0,False,,0,304.0,293.5,,https://logo.clearbit.com/abfrl.com
110015,Basic Materials,9,"ABM International Limited imports and trades in plastic raw materials worldwide. It sells PVC resins, finished leather products, DOP, urea, etc. The company was incorporated in 1983 and is based in New Delhi, India.",New Delhi,91 11 4142 6055,India,[],https://www.abmintl.in,1,"10/60, Industrial Area",Specialty Chemicals,Kirti Nagar,0.0202,0.02192,0.03659,,-0.469,0.02359,28239000,,none,123171000,,,99.9,-0.885,,,,,3.37,,,119198000,8000000,1397721984,12.648,INR,148.566,,,NSI,ABM International Ltd,ABM International Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABMINTLLTD.NS,finmb_183636916,in_market,,0.54,,26.749,,,,,9408000,,,,25.256,,,,1617148800,,30644000,10.953,,,3.9554956,,1680220800,,1640908800,,,448594,0.788177,755361024,2,,,,,,,-0.884,0.6724221,,,,,,,,,,,101.25,101.25,109.05712,,0,,101.3,,3796,101.25,98.043,,101.25,,3796,,,,1473897600,,,98.4,INR,9.120789,1784,,,,939859200,,,4021,98.4,99.55,,1784,160.0,,,56.25,0,False,,,101.3,99.9,,https://logo.clearbit.com/abmintl.in
400 013,Financial Services,,"Aditya Birla Sun Life AMC Limited is privately owned investment manager. The firm provides its services to individuals including high net worth individuals and institutional clients. It manages separate equity and fixed income portfolios. The firm also manages launches and manages equity and fixed income mutual funds, manages balanced mutual funds, and hedge funds for its clients. It invests in the public equity and fixed income markets across the globe. The firm employs a fundamental analysis to make its investments. It also make real estate investments. It was founded in 1994 and is based in Mumbai, India with an additional office in Ahmedabad, India. The firm was formerly known as Birla Sun Life Asset Management Company Limited. Aditya Birla Sun Life AMC Limited operates as a subsidiary of Aditya Birla Financial Services Private Ltd.",Mumbai,91 22 4356 8000,India,[],https://www.birlasunlife.com,1,"One India Bulls Centre, Tower 1",Asset Management,"17th Floor, Jupiter Mill Compound 841, Senapati Bapat Marg Elphinstone Road",0.66592,0.48266998,0.80533,,0.097,0.64348,9257164800,715,strong_buy,9145473000,,767.5,528,0.265,,,4,812.5,2.637,,1000,675203968,524166016,13901342720,2.346,INR,48.281,,1,NSI,Adit Birl Sun Lif AMC Ltd,Aditya Birla Sun Life AMC Limited,Asia/Kolkata,IST,False,19800000,EQUITY,ABSLAMC.NS,finmb_25016839,in_market,,10.736,,16.122,,,,,288000000,,,,69.013,,,,1617148800,0.40335998,6709816832,21.889,,,7.6507325,0.50034,1680220800,,1640908800,,,143826166,,149242101760,2,,,,,,,0.269,10.939825,,,,,,,,,,,529.25,530.35,558.46844,,0.24040002,,532.75,,182091,529.25,511.284,,530.35,,182091,,,11.2,1635897600,,,525.8,INR,24.121704,164754,,,,152078254080,,,302890,525.8,530.15,,164754,722.9,,,483.15,0,False,0.0215,,532.75,528,,https://logo.clearbit.com/birlasunlife.com
